StudentStressSurvey_Id,Textbooks And Course,"Online Resources (eg Educational Websites, Ebooks)",Video lectures or tutorials,Audio recording and wildcard,Library Resources,Hostel Doom Room,School Libarary,Study Hall Common Areas,Cafes,"Outdoor (Parks, Campus Ground)",Desktop,Laptop,Tablets,Smartphone,Traditional Notes,How Often Do You Take Breaks During A Typical Study Session,What Are Your Primary Methods For Retaining Information,How Do You Assess Your Understanding And Retention Of Study Materials,What Challenges Do You Face Most Often When Studying,On Average How Many Hours Do You Spend Studying Each Day,Are You Involved In Any Extracurricular Activities,Which Types Of Extracurricular Activities Are You InvolvedI n,How Would You Rate Your Overall Health Currently,How Would You Rate Your Stress Level During This Academic Term,To What Extent Do You Believe Stress Affects Your Physical Health,Indicate How Much Academic Workload Contribute to stress,How Pressure To Perform Well In Exams Significantly Impacts My Stress Levels,How Time Constraints Significantly Increase My Stress Levels During Examinations,Lack Of SleepIs A Frequent Issue For Me During Exam Periods,My Eating Habits Worsen During Exam Periods,How Frequently Do You Experience Health Issues Such As Headaches Or Other Minor Ailments,When You Experience These Health Issues How Do They Affect Your Ability To Study,What Measures Do You Take To Manage Minor Ailments Like Headaches When Studying,How Would You Describe The Quality Of Your Sleep On Most Nights,On Average How Many Hours Of Sleep Do You Get On A Typical Night During The School Week,Do You Believe That Your Diet Affects Your Academic Performance,How Would You Rate Your Overall Diet In Terms Of Nutritional Balance,If You Were To Use An Examination Routine Manager How Many Courses Would You Want It To Handle Concurrently
243,4,3,2,3,1,4,1,2,2,4,2,3,2,1,2,Creating and reviewing flashcards,Discussing topics with peers or instructors,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),Student government,,,,Low,,,,,Never,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,3-4 courses,
244,2,1,1,2,1,2,2,1,3,3,1,4,2,2,3,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,1-3 hours,No (Go to 3),,,,,Moderate,,,,,Very frequently,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,Not at all - My diet does not affect my academics.,Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
245,4,1,2,1,2,1,3,4,2,4,2,2,1,1,3,Re-reading notes and textbooks,Writing summaries or essays,"Distractions (e.g., social media, noise)",4-6 hours,No (Go to 3),Sports,,,,Very High,,,,,Rarely,Severely affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",More than 9 hours,Significantly - A good diet boosts my academic performance.,Not nutritious - My diet is poor and not balanced.,1-2 courses,
246,4,1,3,1,2,3,4,1,3,3,2,2,4,3,4,Teaching the material to someone else,Discussing topics with peers or instructors,Procrastination,Less than 1 hour,No (Go to 3),Other (Please specify),,,,Low,,,,,Rarely,Moderately affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,Less than 3 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,1-2 courses,
247,2,3,1,1,2,1,1,1,3,1,1,1,1,3,0,Teaching the material to someone else,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",1-3 hours,No (Go to 3),Student government,,,,High,,,,,Rarely,Does not affect my studying,Take a break/rest,Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses,
248,1,3,2,1,3,3,2,4,3,1,1,3,4,3,1,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,Moderate,,,,,Occasionally,Slightly affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,Not at all - My diet does not affect my academics.,Moderately nutritious - My diet is somewhat balanced but could be better.,1-2 courses,
249,2,1,3,3,2,1,3,1,2,2,1,2,1,3,4,Creating and reviewing flashcards,Discussing topics with peers or instructors,Procrastination,More than 6 hours,No (Go to 3),Volunteer work,,,,Low,,,,,Never,Slightly affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,1-2 courses,
250,2,2,3,3,2,1,3,2,1,3,1,1,3,1,2,Teaching the material to someone else,Writing summaries or essays,Procrastination,1-3 hours,No (Go to 3),"Clubs (e.g., debate, science)",,,,Moderate,,,,,Never,Moderately affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses,
251,3,2,3,1,3,4,1,3,3,1,4,3,3,2,2,Summarizing topics in my own words,Discussing topics with peers or instructors,Procrastination,4-6 hours,No (Go to 3),Other (Please specify),,,,Low,,,,,Never,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,3-5 hours,Significantly - A good diet boosts my academic performance.,Not nutritious - My diet is poor and not balanced.,5-6 courses,
252,4,3,2,1,1,4,4,4,4,4,3,4,4,3,0,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Procrastination,4-6 hours,No (Go to 3),"Clubs (e.g., debate, science)",,,,Moderate,,,,,Very frequently,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses,
253,3,2,3,2,3,4,3,2,2,2,4,3,3,2,1,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),Other (Please specify),,,,Moderate,,,,,Very frequently,Slightly affects my studying,Take a break/rest,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,"Moderately - There's some impact, but it's not dramatic.",Not nutritious - My diet is poor and not balanced.,More than 6 courses,
254,1,1,2,3,1,2,1,1,2,4,4,2,1,2,3,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,1-3 hours,Yes (Go to 2.10),Other (Please specify),,,,Very High,,,,,Occasionally,Does not affect my studying,Take medication,"Average - My sleep is interrupted, and I sometimes wake up tired.",Less than 3 hours,"Moderately - There's some impact, but it's not dramatic.",Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses,
255,1,1,1,4,2,4,4,4,2,3,1,2,3,3,3,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",More than 6 hours,Yes (Go to 2.10),Volunteer work,,,,Low,,,,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",7-9 hours,Significantly - A good diet boosts my academic performance.,Moderately nutritious - My diet is somewhat balanced but could be better.,1-2 courses,
256,1,3,1,1,2,2,4,4,2,4,3,2,1,3,3,Creating and reviewing flashcards,Discussing topics with peers or instructors,"Distractions (e.g., social media, noise)",1-3 hours,Yes (Go to 2.10),,,,,Very High,,,,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses,
257,2,3,3,2,2,3,4,3,1,2,4,4,4,3,1,Creating and reviewing flashcards,Writing summaries or essays,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),Student government,,,,Moderate,,,,,Rarely,Severely affects my studying,Seek medical advice,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses,
258,3,3,2,2,2,3,4,2,2,1,1,2,3,1,0,Teaching the material to someone else,Applying concepts to practical problems or case studies,Difficulty understanding the material,Less than 1 hour,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,Moderate,,,,,Never,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,More than 9 hours,Significantly - A good diet boosts my academic performance.,Somewhat nutritious - My diet lacks balance and variety.,3-4 courses,
259,3,3,3,1,1,3,3,4,1,4,4,1,4,3,0,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,Less than 1 hour,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,Moderate,,,,,Very frequently,Does not affect my studying,Take medication,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,More than 9 hours,Significantly - A good diet boosts my academic performance.,Somewhat nutritious - My diet lacks balance and variety.,1-2 courses,
260,1,1,1,2,3,1,4,2,4,1,4,1,3,1,2,Re-reading notes and textbooks,Writing summaries or essays,Lack of motivation,More than 6 hours,Yes (Go to 2.10),,,,,Moderate,,,,,Rarely,Slightly affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",More than 9 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses,
261,4,1,3,2,1,2,3,1,1,1,2,3,2,4,3,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,More than 6 hours,Yes (Go to 2.10),,,,,Very High,,,,,Rarely,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses,
262,4,2,3,2,3,2,4,3,1,4,4,2,4,1,4,Re-reading notes and textbooks,Writing summaries or essays,Lack of motivation,1-3 hours,No (Go to 3),Student government,,,,Very High,,,,,Never,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,More than 9 hours,Not at all - My diet does not affect my academics.,Somewhat nutritious - My diet lacks balance and variety.,3-4 courses,
263,1,3,2,2,1,2,4,3,4,1,1,4,2,2,0,Teaching the material to someone else,Writing summaries or essays,"Distractions (e.g., social media, noise)",4-6 hours,Yes (Go to 2.10),Music or Arts,,,,Low,,,,,Occasionally,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,5-7 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,5-6 courses,
264,3,3,3,4,2,4,1,2,4,2,3,1,2,2,4,Creating and reviewing flashcards,Discussing topics with peers or instructors,Procrastination,Less than 1 hour,Yes (Go to 2.10),Volunteer work,,,,Low,,,,,Never,Does not affect my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Not nutritious - My diet is poor and not balanced.,3-4 courses,
265,2,3,2,2,2,4,1,3,4,2,1,3,2,1,0,Teaching the material to someone else,Discussing topics with peers or instructors,Procrastination,1-3 hours,Yes (Go to 2.10),Other (Please specify),,,,Moderate,,,,,Very frequently,Severely affects my studying,Take a break/rest,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,5-6 courses,
266,1,3,2,1,2,2,3,3,3,4,1,2,4,2,2,Teaching the material to someone else,Discussing topics with peers or instructors,Lack of motivation,4-6 hours,No (Go to 3),Student government,,,,Moderate,,,,,Occasionally,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,More than 6 courses,
267,4,2,2,4,1,4,2,1,4,3,1,4,2,3,4,Re-reading notes and textbooks,Discussing topics with peers or instructors,Lack of motivation,Less than 1 hour,Yes (Go to 2.10),Student government,,,,Moderate,,,,,Rarely,Does not affect my studying,Seek medical advice,Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses,
268,2,3,3,1,2,1,1,4,2,2,1,1,1,2,0,Teaching the material to someone else,Discussing topics with peers or instructors,Lack of motivation,More than 6 hours,Yes (Go to 2.10),Volunteer work,,,,Low,,,,,Occasionally,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses,
269,4,3,2,3,2,2,2,1,2,4,1,3,1,2,3,Re-reading notes and textbooks,Discussing topics with peers or instructors,Difficulty understanding the material,Less than 1 hour,No (Go to 3),Other (Please specify),,,,Very High,,,,,Very frequently,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,5-7 hours,Significantly - A good diet boosts my academic performance.,Somewhat nutritious - My diet lacks balance and variety.,1-2 courses,
270,3,3,1,3,2,1,1,1,3,4,1,1,2,4,0,Teaching the material to someone else,Writing summaries or essays,Procrastination,4-6 hours,Yes (Go to 2.10),Music or Arts,,,,Very High,,,,,Never,Severely affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
271,2,3,2,2,3,3,1,4,1,4,3,1,2,1,2,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,No (Go to 3),Student government,,,,Moderate,,,,,Never,Slightly affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",7-9 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,1-2 courses,
272,4,1,3,2,1,1,3,2,2,1,4,1,4,2,1,Teaching the material to someone else,Discussing topics with peers or instructors,Lack of motivation,More than 6 hours,Yes (Go to 2.10),Student government,,,,Low,,,,,Never,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,More than 6 courses,
273,4,3,2,2,2,4,1,3,1,1,1,1,2,4,3,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,Lack of motivation,Less than 1 hour,Yes (Go to 2.10),Volunteer work,,,,Low,,,,,Occasionally,Does not affect my studying,Seek medical advice,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
274,1,3,1,2,2,4,1,3,2,1,3,1,4,3,1,Re-reading notes and textbooks,Writing summaries or essays,Difficulty understanding the material,Less than 1 hour,Yes (Go to 2.10),,,,,Very High,,,,,Occasionally,Does not affect my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,Less than 3 hours,Significantly - A good diet boosts my academic performance.,Somewhat nutritious - My diet lacks balance and variety.,3-4 courses,
275,3,3,2,4,3,1,1,2,3,1,3,3,3,1,0,Creating and reviewing flashcards,Writing summaries or essays,Procrastination,Less than 1 hour,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,Very High,,,,,Rarely,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses,
276,4,2,3,1,1,1,4,1,2,3,3,1,4,2,2,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),,,,,Low,,,,,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses,
